name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Дяченко Олександр Ілліч,1956.0,,non_migrated,скульптор,Київ,,70.0,0,living,False,False
Дяченко Олександр Миколайович,1954.0,,non_migrated,співак (ліричний тенор),"м. Горлівка Сталін., нині Донец. обл.",,72.0,0,living,False,False
Дяченко Олександр Миколайович,1962.0,,non_migrated,диригент,м. Слов’янськ Донец. обл.,,64.0,0,living,False,False
Дяченко Сергій Андрійович,1971.0,,non_migrated,архітектор,Херсон,,55.0,0,living,False,False
Дяченко Тамара Митрофанівна,1949.0,,non_migrated,письменниця,Севастополь,,77.0,0,living,False,False
Дяченко-Кочман Олександра Іванівна,1934.0,,migrated,мистецтвознавець і художниця,"м. Горлівка, нині Донец. обл.",,92.0,0,living,False,False
Дячкова  Олена Анатоліївна,1969.0,,non_migrated,музикознавець,Луганськ,,57.0,0,living,False,False
Дячок Оксана Миронівна,1963.0,,non_migrated,архітектор,Тернопіль,,63.0,0,living,False,False
Дячук-Ставицький Левко  Михайлович,1942.0,,non_migrated,піаніст,Тернопіль,,84.0,0,living,False,False
Дячун Володимир Кирилович,1947.0,,non_migrated,поет,"с. Лозова Великобірків., нині Терноп. р-ну Терноп. обл.",,79.0,0,living,False,False
Едемова Уріє,1938.0,,deported,кримськотатарська письменниця,"Байдарська долина, нині тер. Балаклав. р-ну, АР Крим",,88.0,0,living,False,False
Ейвас Лариса Феліксівна,1961.0,,non_migrated,мистецтвознавець,м. Кривий Ріг Дніпропетровської обл.,,65.0,0,living,False,False
Ейдельман Йосип Лазарович,1931.0,,non_migrated,художник монументально-декоративного мистецтва і живописець,"с. Миньківці, нині Дунаєвец. р-ну Хмельн. обл.",,95.0,0,living,False,False
Ейсмонт Володимир Борисович,1972.0,,non_migrated,письменник,м. Кременчук Полтав. обл.,,54.0,0,living,False,False
Елеон Надія Єфремівна,1951.0,,non_migrated,живописець,"с. Явтухи Деражнян. р-ну Кам’янець-Поділ., нині Хмельн. обл.",,75.0,0,living,False,False
Емінов Рустем  Кязимович,1950.0,,internal_transfer,живописець і педагог,Ташкент,,76.0,0,living,False,False
Емір Ельвіра  Аппазівна,1963.0,,deported,композитор,"м. Чімкент, Казахстан",,63.0,0,living,False,False
Ерл Хобарт,1960.0,,non_migrated,диригент,Каракас,,66.0,0,living,False,False
Ермінь Йожеф Франтішкович,1960.0,,non_migrated,піаніст,Ужгород,,66.0,0,living,False,False
Ернандес Хосе,1954.0,,non_migrated,піаніст,"м. Камаґуей, Куба",,72.0,0,living,False,False
Етенко Людмила Федорівна,1949.0,,non_migrated,живописець і графік,"м. Сталіно, нині Донецьк",,77.0,0,living,False,False
Євдокимов Віктор  Олексійович,1951.0,,non_migrated,живописець і монументаліст,"м. Сталіно, нині Донецьк",,75.0,0,living,False,False
Євдокимов Сергій  Анатолійович,1949.0,,non_migrated,скрипаль,"м. Харцизьк, нині Донец. обл.",,77.0,0,living,False,False
Євдущенко Юрій  Палладійович,1947.0,,non_migrated,живописець,с. Саксагань П’ятихат. р-ну Дніпроп. обл.,,79.0,0,living,False,False
Євса Ірина  Олександрівна,1956.0,,non_migrated,поетеса,Харків,,70.0,0,living,False,False
Євсевський Микола  Петрович,1928.0,,migrated,співак (баритон),"м. Пінськ, нині Білорусь",,98.0,0,living,False,False
Євсеєнко Олена  Георгіївна,1961.0,,non_migrated,графік,Київ,,65.0,0,living,False,False
Євстаф’єва Елла  Валентинівна,1966.0,,non_migrated,живописець,Дніпропетровськ,,60.0,0,living,False,False
Євсюков Юрій  Степанович,1948.0,,non_migrated,актор,"Улан-Уде, Бурятія, РФ",,78.0,0,living,False,False
Євтушенко Віктор  Арсенійович,1962.0,,non_migrated,письменник,м. Біла Церква Київ. обл.,,64.0,0,living,False,False
Євтушенко Микола  Сергійович,1957.0,,non_migrated,живописець,с. Литвиновичі Кролевец. р-ну Сум. обл.,,69.0,0,living,False,False
Євтушенко Олег  Павлович,1937.0,,non_migrated,скульптор,Харків,,89.0,0,living,False,False
Євтушенко Олександр  Васильович,1953.0,,non_migrated,скульптор,м. Броди Львів. обл.,,73.0,0,living,False,False
Євтушенко Світлана  Володимирівна,1955.0,,non_migrated,філософ і мистецтвознавець,"м. Архангельськ, РФ",,71.0,0,living,False,False
Євтушок Олександр  Володимирович,1960.0,,non_migrated,живописець,с. Зоря Рівнен. р-ну Рівнен. обл.,,66.0,0,living,False,False
Євтушок Олександр  Володимирович,1975.0,,non_migrated,прозаїк,с. Зоря Рівнен. р-ну Рівнен. обл.,,51.0,0,living,False,False
Євтюхіна Олена  Олексіївна,1947.0,,non_migrated,майстриня художнього скла і скульпторка,"м. Славута, нині Хмельницької обл.",,79.0,0,living,False,False
Євченко Іван  Петрович,1936.0,,non_migrated,живописець,с. Вишнівка Генічес. р-ну Херсон. обл.,,90.0,0,living,False,False
Євшин Михайло  Амплійович,1949.0,,non_migrated,художник театру,Львів,,77.0,0,living,False,False
Єгіазарян Борис  Завенович,1956.0,,non_migrated,живописець,"с. Апаран, Вірменія",,70.0,0,living,False,False
Єгізаров В’ячеслав  Фараонович,1940.0,,non_migrated,поет,"м. Ялта, нині АР Крим",,86.0,0,living,False,False
Єгоров Віталій  Михайлович,1968.0,,internal_transfer,актор,м. Корсунь-Шевченківський Черкас. обл.,,58.0,0,living,False,False
Єгоров Євген  Сергійович,1978.0,,non_migrated,графік,Харків,,48.0,0,living,False,False
Єгоров Олександр  Віталійович,1967.0,,non_migrated,співак,м. Кременчук Полтав. обл.,,59.0,0,living,False,False
Єгоров Юрій  Павлович,1940.0,,non_migrated,архітектор,"Ленінград, нині С.-Петербург, РФ",,86.0,0,living,False,False
Єгорова Ганна  Володимирівна,1957.0,,non_migrated,живописець,Дніпропетровськ,,69.0,0,living,False,False
Єгорова Марія  Павлівна,1910.0,,non_migrated,співачка (мецо-сопрано),,,80.0,1,living,True,False
Єгорова Світлана  Володимирівна,1963.0,,non_migrated,живописець,"с. Великі Угони Курської обл., РФ",,63.0,0,living,False,False
Єгупова Ельміра  Миколаївна,1936.0,,non_migrated,архітектор,"м. Кінешма Іванов. обл., РФ",,90.0,0,living,False,False
Єдомаха Микола  Іванович,1940.0,,non_migrated,режисер,"с-ще Лосинівка, нині смт Ніжин. р-ну Черніг. обл.",,86.0,0,living,False,False
Єжов Дмитро Валентинович,1963.0,,non_migrated,архітектор,Київ,,63.0,0,living,False,False
Єлисеєв Ігор  Анатолійович,1966.0,,non_migrated,живописець,Полтава,,60.0,0,living,False,False
Єлисеєва Ірина  Геннадіївна,1966.0,,non_migrated,художниця декоративно-ужиткового мистецтва,"м. Жданов, нині Маріуполь Донец. обл.",,60.0,0,living,False,False
Єлисоветій Михайло  Георгійович,1962.0,,non_migrated,художник декоративного ткацтва,Чернівці,,64.0,0,living,False,False
Єлізаров Олексій  Георгійович,1942.0,,non_migrated,живописець,с. Магдалинівка Чаплин. р-ну Херсон. обл.,,84.0,0,living,False,False
Єлізєва Лідія  Володимирівна,1942.0,,non_migrated,художниця декоративно-ужиткового мистецтва,Харків,,84.0,0,living,False,False
Єлін Віктор  Юрійович,1927.0,,non_migrated,мистецтвознавець,"містечко Шпола Київ. губ., нині місто Черкас. обл.",,99.0,0,living,False,False
Єльчиць Наталія  Анатоліївна,1958.0,,non_migrated,архітектор-реставратор,Київ,,68.0,0,living,False,False
Ємельянов Лука  Мартиніанович,1883.0,,non_migrated,живописець і графік,,,80.0,1,living,True,False
Єнджийовська Ольга Миколаївна,1895.0,,migrated,співачка (драматичне сопрано),,,80.0,1,living,True,False
Єпіхіна Дарина Валеріївна,1975.0,,non_migrated,живописець,Київ,,51.0,0,living,False,False
Єраносян-Гороховська Людмила Вікторівна,1946.0,,non_migrated,художник-монументаліст,"м. Канськ Краснояр. краю, РФ",,80.0,0,living,False,False
Єременко Віктор Григорович,1961.0,,non_migrated,графік і живописець,м. Валки Харків. обл.,,65.0,0,living,False,False
Єременко Геннадій Васильович,1948.0,,non_migrated,скрипаль,Кіровоград,,78.0,0,living,False,False
Єременко Микола Михайлович,1927.0,,non_migrated,живописець і графік,"с. Коров’яковка, нині Курської обл., РФ",,99.0,0,living,False,False
Єремєєв Леонід Андрійович,1935.0,,non_migrated,літературознавець,Київ,,91.0,0,living,False,False
Єремєєва Ірина Юріївна,1962.0,,non_migrated,живописець,Київ,,64.0,0,living,False,False
Єресько Віктор Кіндратович,1942.0,,non_migrated,піаніст,"с. Святошине, нині у складі Києва",,84.0,0,living,False,False
Єржиковський Олег Сергійович,1939.0,,non_migrated,живописець,Київ,,87.0,0,living,False,False
Єрко Владислав Едуардович,1962.0,,non_migrated,графік,Київ,,64.0,0,living,False,False
Єрмаков Віктор Іванович,1940.0,,internal_transfer,письменник,с. Куньє Ізюм. р-ну Харків. обл.,,86.0,0,living,False,False
Єрмаков Віктор Іванович,1952.0,,non_migrated,дизайнер і живописець,"с. Нововолодимирівка Джанкой. р-ну, нині АР Крим",,74.0,0,living,False,False
Єрмаков Олександр Юрійович,1952.0,,internal_transfer,актор,"м. Бєлгород, РФ",,74.0,0,living,False,False
Єрмаков Сергій Володимирович,1967.0,,non_migrated,скульптор і графік,Київ,,59.0,0,living,False,False
Єрмакова Галина Олексіївна,1943.0,,non_migrated,музикознавець,Москва,,83.0,0,living,False,False
Єрмакова Людмила Захарівна,1940.0,,non_migrated,композитор,Харків,,86.0,0,living,False,False
Єрмакова Наталія Петрівна,1947.0,,non_migrated,театрознавець,Київ,,79.0,0,living,False,False
Єрмакова Світлана Олексіївна,1963.0,,non_migrated,живописець,с. Малі Будища Зіньків. р-ну Полтав. обл.,,63.0,0,living,False,False
Єрменчук-Гручман Ганна Михайлівна,1969.0,,non_migrated,художниця декоративного розпису,с. Хмелівка Теребовлян. р-ну Терноп. обл.,,57.0,0,living,False,False
Єрмолаєв Василь Іванович,1949.0,,non_migrated,художник-проектант,с. Чорногородка Макарів. р-ну Київ. обл.,,77.0,0,living,False,False
Єрмоленко Павло Васильович,1951.0,,non_migrated,співак (баритон),Херсон,,75.0,0,living,False,False
Єрмоленко Юрій Юрійович,1973.0,,non_migrated,живописець,Київ,,53.0,0,living,False,False
Єрофалов Борис Леонідович,1960.0,,non_migrated,архітектор,"м. Новосибірськ, РФ",,66.0,0,living,False,False
Єрофєєва Ольга Юріївна,1953.0,,non_migrated,художниця монументально-декоративного мистецтва,Харків,,73.0,0,living,False,False
Єрохіна Катерина Анатоліївна,1969.0,,non_migrated,графік,Київ,,57.0,0,living,False,False
Єрошевський Микола Йосипович,1938.0,,non_migrated,хоровий диригент,Київ,,88.0,0,living,False,False
Єрошкіна Ілона Павлівна,1977.0,,non_migrated,композитор,Одеса,,49.0,0,living,False,False
Єршов Володимир Олегович,1956.0,,non_migrated,літературознавець,"м. Еберсвальде, Німеччина",,70.0,0,living,False,False
Єршов Віктор Олексійович,1948.0,,non_migrated,живописець,"с. Шубине Кіров. р-ну Крим. обл., нині АР Крим",,78.0,0,living,False,False
Єршов Геннадій Олексійович,1967.0,,migrated,скульптор,Чернігів,,59.0,0,living,False,True
Єршова Інна Володимирівна,1945.0,,non_migrated,художниця декоративно-ужиткового мистецтва,"с. Доброгорща, нині Хмельн. р-ну Хмельн. обл.",,81.0,0,living,False,False
Єрьомін Борис Олександрович,1948.0,,non_migrated,живописець,"с. Уч-Терекськ побл. м. Джалал-Абад Ошської обл., Киргизстан",,78.0,0,living,False,False
Єрьомка Микола Іванович,1956.0,,non_migrated,живописець,"с-ще Степне Мар’їн. р-ну Сталін., нині Донец. обл.",,70.0,0,living,False,False
Єсипенко Микола Романович,1959.0,,non_migrated,скульптор,Київ,,67.0,0,living,False,False
Єсипенко Роман Миколайович,1936.0,,non_migrated,мистецтвознавець,Одеса,,90.0,0,living,False,False
Єсюнін Олексій Ілліч,1955.0,,non_migrated,графік і живописець,"м. Артемівськ Сталін., нині Донец. обл.",,71.0,0,living,False,False
Єфанов Леонід Олександрович,1949.0,,non_migrated,прозаїк,Сімферополь,,77.0,0,living,False,False
Єфименко Аделіна Геліївна,1965.0,,non_migrated,музикознавець,Запоріжжя,,61.0,0,living,False,False
Єфименко Віктор Костянтинович,1950.0,,non_migrated,кінооператор,Львів,,76.0,0,living,False,False
Єфимов Володимир Георгійович,1947.0,,internal_transfer,художник кіно,"м. Новогрудок Гроднен. обл., Білорусь",,79.0,0,living,False,False
Єфремов Валентин Кіндратович,1937.0,,non_migrated,хоровий диригент,смт Семенівка Полтав. обл.,,89.0,0,living,False,False
Єфремов Володимир Іванович,1953.0,,migrated,композитор,м. Новоселиця Чернів. обл.,,73.0,0,living,False,False
Єфремов Євген Васильович,1950.0,,non_migrated,музикознавець,"м. Благовєщенськ, РФ",,76.0,0,living,False,False
Єфремова Леніна Петрівна,1924.0,,non_migrated,музикознавець,Київ,,102.0,0,living,False,False
Єшкілєв Володимир Львович,1965.0,,non_migrated,письменник,Івано-Франківськ,,61.0,0,living,False,False
Єщенко Наталія Олександрівна,1926.0,,non_migrated,піаністка,Харків,,100.0,0,living,False,False
Жабінська Євгенія Миколаївна,1966.0,,migrated,поетеса,"м. Більськ Підляський Підляс. воєводства, Польща",,60.0,0,living,False,True
Жаборюк Анатолій Андрійович,1924.0,,non_migrated,мистецтвознавець і літературознавець,"с. Новомиколаївка Янів. р-ну, нині Конопляне Іванів. р-ну Одес. обл.",,102.0,0,living,False,False
Жадан Сергій Вікторович,1974.0,,non_migrated,письменник,"м. Старобільськ, нині Луганської обл.",,52.0,0,living,False,False
Жадько Віктор Олексійович,1952.0,,non_migrated,письменник,"с. Іваньки, нині Маньків. р-ну Черкас. обл.",,74.0,0,living,False,False
Жадько Вікторія Анатоліївна,1967.0,,non_migrated,диригент,Київ,,59.0,0,living,False,False
Жажкова Валентина Григорівна,1921.0,,non_migrated,живописець,"м. Охтирка, нині Сум. обл.",,105.0,0,living,False,False
Жайворон Михайло Микитович,1953.0,,non_migrated,письменник,"с. Кочичине Ємільчинського, нині Звягельського р-ну Житомирської обл.",,73.0,0,living,False,False
Жайворонок Борис Григорович,1938.0,,internal_transfer,співак (баритон),Полтава,,88.0,0,living,False,False
Жанталай Олександр Федорович,1944.0,,non_migrated,живописець і графік,с. Панчеве Новомиргород. р-ну Кіровогр. обл.,,82.0,0,living,False,False
Жариков Микола Леонідович,1931.0,,non_migrated,архітектор,"м. Слов’янськ, нині Донец. обл.",,95.0,0,living,False,False
Жарко Олександр Анатолійович,1968.0,,non_migrated,живописець і графік,м. Біла Церква Київ. обл.,,58.0,0,living,False,False
Жарков Олександр Іванович,1945.0,,non_migrated,художник декоративно-ужиткового мистецтва,"с. Красноярівка Примор. краю, РФ",,81.0,0,living,False,False
Жаров Павло Миколайович,1974.0,,non_migrated,живописець,"м. Хабаровськ, РФ",,52.0,0,living,False,False
Жданов Віктор Петрович,1965.0,,non_migrated,актор,с. Киселівка Білозер. р-ну Херсон. обл.,,61.0,0,living,False,False
Жданов Микола Пилипович,1922.0,,non_migrated,художник театру,"с. Лопуховка, нині Саратов. обл., РФ",,104.0,0,living,False,False
Жданов Михайло Юрійович,1947.0,,non_migrated,художник декоративно-ужиткового мистецтва,"м. Сухумі, Абхазія, Грузія",,79.0,0,living,False,False
Жданов Олександр Васильович,1919.0,,non_migrated,диригент,Харків,,80.0,1,living,True,False
Жегунов Олександр Михайлович,1951.0,,non_migrated,живописець,Житомир,,75.0,0,living,False,False
Жежер-Сизько Наталія Анатоліївна,1974.0,,non_migrated,живописець,"м. Дніпродзержинськ, нині Кам’янське Дніпропетровської обл.",,52.0,0,living,False,False
Жежерін Вадим Борисович,1946.0,,non_migrated,архітектор,Київ,,80.0,0,living,False,False
Железняк Артур Юрійович,1971.0,,non_migrated,композитор,Харків,,55.0,0,living,False,False
Железняк Олександр Володимирович,1965.0,,non_migrated,скульптор,Івано-Франківськ,,61.0,0,living,False,False
Железняк Олена Львівна,1968.0,,non_migrated,графік,Київ,,58.0,0,living,False,False
Железняк Світлана Миколаївна,1967.0,,non_migrated,графік і живописець,Львів,,59.0,0,living,False,False
Желєзняк Олена Олегівна,1983.0,,non_migrated,письменниця,м. Золотоноша Черкаської обл.,,43.0,0,living,False,False
Желтовський Володимир Васильович,1947.0,,non_migrated,архітектор,Київ,,79.0,0,living,False,False
Желтомирська Наталія Євгенівна,1951.0,,non_migrated,художниця монументального та декоративно-ужиткового мистецтва,с. Вільхове Ульянов. р-ну Кіровогр. обл.,,75.0,0,living,False,False
Жердзицький Володимир Євгенович,1953.0,,non_migrated,живописець,"м. Артемівськ Сталін., нині Донец. обл.",,73.0,0,living,False,False
Жердзицький Євген Федорович,1928.0,,non_migrated,живописець,"станиця Єгорлицька Ростов. обл., РФ",,98.0,0,living,False,False
Жеребецька Ірина Ігорівна,1963.0,,non_migrated,співачка (сопрано),м. Дніпродзержинськ Дніпроп. обл.,,63.0,0,living,False,False
Жерибор Василь Іванович,1949.0,,non_migrated,графік,м. Мелітополь Запоріз. обл.,,77.0,0,living,False,False
Живкович Станко Олександрович,1937.0,,non_migrated,живописець і графік,Сімферополь,,89.0,0,living,False,False
Животков Олександр Олегович,1964.0,,non_migrated,живописець,Київ,,62.0,0,living,False,False
Животовська Ірина Андріївна,1946.0,,non_migrated,художниця монументально-декоративного мистецтва,Львів,,80.0,0,living,False,False
Жигульська Галина Дмитрівна,1957.0,,non_migrated,графік,"м. Ярославль, РФ",,69.0,0,living,False,False
Жигун Олександр Іванович,1951.0,,non_migrated,хоровий диригент,с. Слобода Бурин. р-ну Сум. обл.,,75.0,0,living,False,False
Жижин Дмитро Юрійович,1958.0,,non_migrated,графік і живописець,Одеса,,68.0,0,living,False,False
Жикол Анатолій Васильович,1949.0,,non_migrated,письменник,с. Бобрик Врадіїв. р-ну Микол. обл.,,77.0,0,living,False,False
Жила Андрій Ігорович,1961.0,,non_migrated,актор,Дніпропетровськ,,65.0,0,living,False,False
Жила В’ячеслав Миколайович,1961.0,,non_migrated,режисер,Київ,,65.0,0,living,False,False
Жиленко Ірина Рудольфівна,1965.0,,non_migrated,літературознавець,с. Кияниця Сумського р-ну Сумської обл.,,61.0,0,living,False,False
Жиліна Маргарита Павлівна,1935.0,,non_migrated,художниця декоративно-ужиткового текстилю і живописець,"м. Іжевськ, нині Удмуртія, РФ",,91.0,0,living,False,False
Жилка Іван Сидорович,1958.0,,non_migrated,живописець,с. Карпилівка Сарнен. р-ну Рівнен. обл.,,68.0,0,living,False,False
Жилко Лариса Нутіївна,1954.0,,non_migrated,художник театру і кіно,Київ,,72.0,0,living,False,False
Жилюк Михайло Олександрович,1948.0,,non_migrated,співак (баритон),с. Богданівка Підволочис. р-ну Терноп. обл.,,78.0,0,living,False,False
Жиляк Степан Васильович,1950.0,,non_migrated,скульптор,"с. Делева Тлумац. р-ну Станіслав., нині Івано-Фр. обл.",,76.0,0,living,False,False
Жирко Тарас Володимирович,1961.0,,non_migrated,актор,Львів,,65.0,0,living,False,False
Житару Андрій Георгійович,1954.0,,non_migrated,живописець,с. Малинівка Новоселиц. р-ну Чернів. обл.,,72.0,0,living,False,False
Житарюк Анатолій Миколайович,1952.0,,non_migrated,живописець,с. Новоселиця Кельменец. р-ну Чернів. обл.,,74.0,0,living,False,False
Житкевич Анатолій Савич,1940.0,,non_migrated,поет-пісняр,с. Дмитрашківка Піщан. р-ну Вінн. обл.,,86.0,0,living,False,False
Житницький Олексій Анатолійович,1959.0,,non_migrated,культурний діяч,Харків,,67.0,0,living,False,False
Житовський Михайло Євгенович,1887.0,,migrated,співак (бас),(09. 01. 1888,,80.0,1,living,True,False
Жихарев Олег Вікторович,1941.0,,non_migrated,прозаїк,Харків,,85.0,0,living,False,False
Жишкович Володимир Іванович,1961.0,,non_migrated,мистецтвознавець,Львів,,65.0,0,living,False,False
Жілінскайте  Христина Казимирівна,1958.0,,non_migrated,художниця по склу,"с. Ілгакеміс, нині Литва",,68.0,0,living,False,False
Жлудько Віра  Миколаївна,1964.0,,non_migrated,художниця декоративно-ужиткового мистецтва,с. Жураки Богородчан. р-ну Івано-Фр. обл.,,62.0,0,living,False,False
Жмайло Олександр Володимирович,1954.0,,non_migrated,живописець і графік,"м. Самарканд, Узбекистан",,72.0,0,living,False,False
Жмуденко Віталій Іванович,1941.0,,non_migrated,співак (баритон),"Фрунзе, нині Бішкек",,85.0,0,living,False,False
Жмурко Марина Олександрівна,1979.0,,non_migrated,графік,Київ,,47.0,0,living,False,False
Жовна Олександр Юрійович,1960.0,,non_migrated,прозаїк,м. Новомиргород Кіровогр. обл.,,66.0,0,living,False,False
Жолудєв Юрій Юхимович,1934.0,,non_migrated,художник театру,"с. Здвінське Новосибір. обл., РФ",,92.0,0,living,False,False
Жолудь Лариса Віталіївна,1957.0,,non_migrated,художниця декоративно-ужиткового мистецтва,с. Боратин Луцького р-ну Волин. обл.,,69.0,0,living,False,False
Жолудь Олександр Михайлович,1951.0,,non_migrated,живописець і графік,"м. Муром Владимир. обл., РФ",,75.0,0,living,False,False
Жолудь  Олександр Олександрович,1975.0,,non_migrated,графік і живописець,м. Балаклія Харків. обл.,,51.0,0,living,False,False
Жолудь Олександр Семенович,1955.0,,non_migrated,художник-монументаліст,Запоріжжя,,71.0,0,living,False,False
Жорновий Микола Іванович,1945.0,,non_migrated,диригент,с. Трепівка Знам’ян. р-ну Кіровогр. обл.,,81.0,0,living,False,False
Жосан Олена Михайлівна,1973.0,,non_migrated,живописець,"с. Нова Олександрівка, нині Молдова",,53.0,0,living,False,False
Жук Віктор Петрович,1955.0,,non_migrated,співак (баритон),"м. Брест, Білорусь",,71.0,0,living,False,False
Жук Ігор Ярославович,1956.0,,non_migrated,мистецтвознавець,Львів,,70.0,0,living,False,False
Жук Іриней Семенович,1943.0,,migrated,піаніст,"м. Любачів, нині Підкарпат. воєводства, Польща",,83.0,0,living,False,False
Жук Олексій Федорович,1948.0,,non_migrated,архітектор,с. Попівка Конотоп. р-ну Сум. обл.,,78.0,0,living,False,False
Жук Орест Іванович,1954.0,,migrated,громадсько-культурний діяч,Нью-Йорк,,72.0,0,living,False,False
Жук Роман Васильович,1955.0,,non_migrated,живописець,"с. Остриня Тлумац. р-ну Станіслав., нині Івано-Фр. обл.",,71.0,0,living,False,False
Жуков Валерій Гаврилович,1946.0,,non_migrated,скульптор і живописець,Чернівці,,80.0,0,living,False,False
Жуков Геннадій Васильович,1938.0,,non_migrated,графік,"смт Сельцо Брян. обл., РФ",,88.0,0,living,False,False
Жуков Микола Васильович,1924.0,,internal_transfer,живописець,"м. Ялта, нині АР Крим",,102.0,0,living,False,False
Жуков Олександр Вікторович,1967.0,,non_migrated,живописець і графік,с. Громівка Новотроїц. р-ну Херсон. обл.,,59.0,0,living,False,False
Жукова Людмила Гаврилівна,1952.0,,non_migrated,живописець,Чернівці,,74.0,0,living,False,False
Жукова Ніна Степанівна,1966.0,,non_migrated,співачка (альт),"с. Покришів Коростишів., нині Брусилів. р-ну Житомир. обл.",,60.0,0,living,False,False
Жукова Тетяна  Василівна,1956.0,,internal_transfer,співачка (мецо-сопрано),"с. Лисогорка Ставропольського краю, РФ",,70.0,0,living,False,False
Жуковська Любов Гнатівна,1930.0,,non_migrated,скульпторка,Харків,,96.0,0,living,False,False
Жуковський Амброз  Броніславович,1937.0,,non_migrated,графік,Київ,,89.0,0,living,False,False
Жуковський Борис Іванович,1947.0,,non_migrated,поет,"с. Гданцівка, нині у складі м. Кривий Ріг Дніпроп. обл.– 29. 11. 1982, похов. у ",,79.0,0,living,False,False
Жуковський Вадим Олегович,1971.0,,non_migrated,скульптор і живописець,"м. Стародуб Брян. обл., РФ",,55.0,0,living,False,False
Жулінський Микола Васильович,1953.0,,non_migrated,художник монументально-декоративного мистецтва,с. Чорна Старокостянтинівського р-ну Хмельницької обл.,,73.0,0,living,False,False
Жупанський Олег Іванович,1952.0,,non_migrated,перекладач,"с. Космач Богородчан. р-ну Станіслав., нині Івано-Фр. обл.",,74.0,0,living,False,False
Жупанський Олексій Олегович,1980.0,,non_migrated,прозаїк,"смт Згурівка Яготин., нині Згурів. р-ну Київ. обл.",,46.0,0,living,False,False
Жупанюк Ярослав Володимирович,1971.0,,non_migrated,живописець,м. Дубно Рівнен. обл.,,55.0,0,living,False,False
Журавель Володимир Кузьмич,1930.0,,non_migrated,живописець,"с. Яблунів Канів. р-ну, нині Черкас. обл.",,96.0,0,living,False,False
Журавель Дмитро Тодосович,1949.0,,non_migrated,диригент,с. Краснопілка Гайсин. р-ну Вінн. обл.,,77.0,0,living,False,False
Журавель Микола Володимирович,1960.0,,non_migrated,живописець,"м. Магнітогорськ, РФ",,66.0,0,living,False,False
Журавель Оксана Михайлівна,1971.0,,non_migrated,живописець,Кіровоград,,55.0,0,living,False,False
Журавицький Вадим Михайлович,1962.0,,non_migrated,композитор,Київ,,64.0,0,living,False,False
Журавльов Віктор Никифорович,1938.0,,non_migrated,живописець,"Ворошиловград, нині Луганськ",,88.0,0,living,False,False
Журавльов  В’ячеслав Олександрович,1940.0,,non_migrated,співак (ліричний тенор),"м. Артемівськ, нині Донец. обл.",,86.0,0,living,False,False
Журавльова Ольга Іванівна,1949.0,,non_migrated,музикознавець,м. Кронштадт Ленінгр. обл.,,77.0,0,living,False,False
Журавський Георгій Іванович,1948.0,,non_migrated,живописець і графік,Миколаїв,,78.0,0,living,False,False
Журат Юхима Степанівна,1940.0,,non_migrated,художниця декоративно-ужиткового мистецтва,"м. Стрий, нині Львів. обл.",,86.0,0,living,False,False
Журіна Ірина Михайлівна,1946.0,,internal_transfer,співачка (сопрано),Харків,,80.0,0,living,False,False
Журновська Ганна Олегівна,1956.0,,non_migrated,графік,Київ,,70.0,0,living,False,False
Журунова Тетяна Георгіївна,1963.0,,non_migrated,мистецтвознавець,Вінниця,,63.0,0,living,False,False
Заатов Ісмет Аблятифович,1954.0,,non_migrated,мистецтвознавець,м. Чирчик Ташкент. обл.,,72.0,0,living,False,False
Забава Вікторія Володимирівна,1976.0,,non_migrated,поетеса,"м. Гуляйполе, нині Пологівського р-ну Запорізької обл.",,50.0,0,living,False,False
Забара Ігор Володимирович,1962.0,,non_migrated,актор,Полтава,,64.0,0,living,False,False
Забашта Галина Василівна,1956.0,,non_migrated,художниця декоративно-ужиткового мистецтва,Київ,,70.0,0,living,False,False
Забашта Ростислав Васильович,1959.0,,non_migrated,мистецтвознавець,Київ,,67.0,0,living,False,False
Забейда Володимир Остапович,1956.0,,non_migrated,графік і живописець,с. Постійне Костопіл. р-ну Рівнен. обл.,,70.0,0,living,False,False
Забитко Ірина Остапівна,1954.0,,migrated,англомовна письменниця США українського походження,"м. Чикаґо, шт. Іллінойс, США",,72.0,0,living,False,False
Забіляста Лідія Леонідівна,1953.0,,non_migrated,співачка (сопрано),с. Олено-Косогорівка Кіровогр. р-ну Кіровогр. обл.,,73.0,0,living,False,False
Забірко Віталій Сергійович,1951.0,,non_migrated,прозаїк,"м. Артемівськ, нині Донец. обл.",,75.0,0,living,False,False
Заблуда Анатолій Федорович,1933.0,,non_migrated,живописець,"с. Мартинківці Городоцького р-ну, нині Хмельн. обл.",,93.0,0,living,False,False
Забой Аліса Василівна,1946.0,,non_migrated,скульпторка,Київ,,80.0,0,living,False,False
Заболотна Наталія Вікторівна,1957.0,,non_migrated,музикознавець,Харків,,69.0,0,living,False,False
Заболотний Валерій Олександрович,1968.0,,non_migrated,графік і кераміст,м. Горлівка Донец. обл.,,58.0,0,living,False,False
Заболотний Іван Петрович,1949.0,,non_migrated,хоровий диригент,с. Чернацьке Середино-Будського р-ну Сум. обл.,,77.0,0,living,False,False
